rank,lemma,is_mwe,pos,raw_freq,freq_per_million
3308,fico contente,1,mwe,9213,14.481
3309,miolo,0,noun,9210,14.476
3310,alegar,0,verb,9199,14.459
3311,lentamente,0,adv,9195,14.453
3312,adversário,0,noun,9194,14.451
3313,alemão,0,adj,9193,14.450
3314,boas-vindas,0,noun,9191,14.446
3315,tímido,0,adj,9191,14.446
3316,aliviar,0,verb,9188,14.442
3317,relacionado,0,adj,9182,14.432
3318,distribuir,0,verb,9177,14.424
3319,drama,0,noun,9171,14.415
3320,justificar,0,verb,9156,14.391
3321,papai,0,noun,9155,14.390
3322,tuas mãos,1,mwe,9152,14.385
3323,praga,0,noun,9148,14.379
3324,referência,0,noun,9146,14.376
3325,facilitar,0,verb,9144,14.373
3326,macho,0,noun,9143,14.371
3327,discreto,0,adj,9138,14.363
3328,gerador,0,noun,9136,14.360
3329,velhos tempos,1,mwe,9125,14.343
3330,romano,0,noun,9120,14.335
3331,biológico,0,adj,9118,14.332
3332,piedade,0,noun,9115,14.327
3333,marte,0,noun,9112,14.322
3334,permanente,0,adj,9105,14.311
3335,sobremesa,0,noun,9103,14.308
3336,paranoico,0,adj,9102,14.306
3337,divino,0,adj,9096,14.297
3338,abusar,0,verb,9095,14.295
3339,procurador,0,noun,9093,14.292
3340,eventualmente,0,adv,9088,14.284
3341,frito,0,adj,9088,14.284
3342,injetar,0,verb,9085,14.280
3343,negociação,0,noun,9083,14.277
3344,testamento,0,noun,9082,14.275
3345,evidência,0,noun,9076,14.266
3346,laser,0,noun,9074,14.262
3347,sanduíche,0,noun,9072,14.259
3348,àquela,0,det,9066,14.250
3349,outubro,0,noun,9063,14.245
3350,banana,0,noun,9062,14.244
3351,oxalá,0,adv,9040,14.209
3352,autópsia,0,noun,9038,14.206
3353,pastilha,0,noun,9028,14.190
3354,seguida,0,noun,9028,14.190
3355,informador,0,noun,9022,14.181
3356,derramar,0,verb,9010,14.162
3357,independente,0,adj,8999,14.145
3358,civilização,0,noun,8991,14.132
3359,cápsula,0,noun,8991,14.132
3360,solitária,0,noun,8985,14.123
3361,cego,0,noun,8981,14.116
3362,desarmar,0,verb,8978,14.112
3363,cooperar,0,verb,8977,14.110
3364,falecido,0,adj,8975,14.107
3365,portátil,0,noun,8974,14.105
3366,profundamente,0,adv,8969,14.097
3367,aberração,0,noun,8967,14.094
3368,protesto,0,noun,8960,14.083
3369,despesa,0,noun,8953,14.072
3370,japonês,0,adj,8953,14.072
3371,embaraçoso,0,adj,8949,14.066
3372,anotar,0,verb,8948,14.064
3373,gancho,0,noun,8942,14.055
3374,incapaz,0,adj,8937,14.047
3375,consultar,0,verb,8930,14.036
3376,residência,0,noun,8917,14.016
3377,condado,0,noun,8907,14.000
3378,desativar,0,verb,8905,13.997
3379,bagagem,0,noun,8904,13.995
3380,rapazinho,0,noun,8902,13.992
3381,cortina,0,noun,8895,13.981
3382,testemunho,0,noun,8894,13.980
3383,marinheiro,0,noun,8883,13.962
3384,seca,0,noun,8882,13.961
3385,plantar,0,verb,8877,13.953
3386,bravo,0,intj,8869,13.940
3387,navegar,0,verb,8863,13.931
3388,sincronização,0,noun,8852,13.914
3389,hesitar,0,verb,8851,13.912
3390,briga,0,noun,8849,13.909
3391,cowboy,0,intj,8846,13.904
3392,esticar,0,verb,8845,13.903
3393,criado,0,noun,8843,13.899
3394,perspetiva,0,noun,8843,13.899
3395,martelo,0,noun,8838,13.892
3396,intercetar,0,verb,8835,13.887
3397,ácido,0,noun,8835,13.887
3398,lençol,0,noun,8827,13.874
3399,desgraçado,0,adj,8823,13.868
3400,desaparecimento,0,noun,8820,13.863
3401,servidor,0,noun,8818,13.860
3402,proprietário,0,noun,8814,13.854
3403,lobisomem,0,noun,8813,13.852
3404,algumas perguntas,1,mwe,8808,13.844
3405,disfarçar,0,verb,8807,13.843
3406,balão,0,noun,8801,13.833
3407,ocidental,0,adj,8799,13.830
3408,sensato,0,adj,8798,13.829
3409,otário,0,noun,8794,13.822
3410,convocar,0,verb,8791,13.818
3411,corrupto,0,adj,8789,13.815
3412,tardar,0,verb,8779,13.799
3413,zombie,0,noun,8771,13.786
3414,desiludir,0,verb,8770,13.785
3415,leia,0,noun,8766,13.778
3416,norma,0,noun,8766,13.778
3417,abril,0,noun,8758,13.766
3418,essencial,0,adj,8757,13.764
3419,judeu,0,adj,8751,13.755
3420,desenvolvimento,0,noun,8747,13.749
3421,capitã,0,noun,8745,13.745
3422,gay,0,noun,8742,13.741
3423,fogueira,0,noun,8728,13.719
3424,ecrã,0,noun,8722,13.709
3425,gémeo,0,adj,8721,13.708
3426,presa,0,noun,8716,13.700
3427,subestimar,0,verb,8716,13.700
3428,juntamente,0,adv,8715,13.698
3429,brutal,0,adj,8712,13.693
3430,sabedoria,0,noun,8710,13.690
3431,constante,0,adj,8709,13.689
3432,encarregar,0,verb,8709,13.689
3433,exausto,0,adj,8706,13.684
3434,atualmente,0,adv,8703,13.679
3435,privilégio,0,noun,8700,13.675
3436,distração,0,noun,8688,13.656
3437,cinzento,0,adj,8686,13.653
3438,operacional,0,adj,8684,13.649
3439,bilião,0,num,8681,13.645
3440,colete,0,noun,8678,13.640
3441,visitante,0,noun,8673,13.632
3442,boato,0,noun,8668,13.624
3443,ovelha,0,noun,8663,13.616
3444,bates,0,noun,8662,13.615
3445,gigante,0,noun,8660,13.612
3446,compor,0,verb,8659,13.610
3447,promoção,0,noun,8658,13.609
3448,riqueza,0,noun,8658,13.609
3449,divulgar,0,verb,8656,13.605
3450,suite,0,noun,8656,13.605
3451,massagem,0,noun,8649,13.594
3452,online,0,adj,8642,13.583
3453,sugar,0,verb,8642,13.583
3454,excitar,0,verb,8628,13.561
3455,apelido,0,noun,8619,13.547
3456,sóbrio,0,adj,8615,13.541
3457,excluir,0,verb,8610,13.533
3458,jaula,0,noun,8598,13.514
3459,alegre,0,adj,8592,13.505
3460,comemorar,0,verb,8585,13.494
3461,produtor,0,noun,8584,13.492
3462,bancário,0,adj,8580,13.486
3463,multa,0,noun,8578,13.483
3464,gesto,0,noun,8575,13.478
3465,agente especial,1,mwe,8567,13.466
3466,representante,0,noun,8564,13.461
3467,refletir,0,verb,8556,13.448
3468,coca,0,noun,8551,13.440
3469,danificar,0,verb,8551,13.440
3470,álibi,0,noun,8550,13.439
3471,crítico,0,noun,8547,13.434
3472,feijão,0,noun,8543,13.428
3473,teimoso,0,adj,8537,13.418
3474,monitor,0,noun,8530,13.407
3475,nobre,0,adj,8528,13.404
3476,tonelada,0,noun,8524,13.398
3477,recuperação,0,noun,8523,13.396
3478,avanço,0,noun,8518,13.389
3479,baby,0,noun,8517,13.387
3480,alteração,0,noun,8516,13.385
3481,maçã,0,noun,8512,13.379
3482,fode,0,verb,8511,13.378
3483,italiano,0,noun,8507,13.371
3484,marcha,0,noun,8504,13.367
3485,flutuar,0,verb,8503,13.365
3486,captar,0,verb,8498,13.357
3487,romano,0,adj,8498,13.357
3488,desaparecida,0,noun,8497,13.356
3489,equilíbrio,0,noun,8483,13.334
3490,dourar,0,verb,8480,13.329
3491,juventude,0,noun,8475,13.321
3492,grego,0,adj,8471,13.315
3493,padrinho,0,noun,8465,13.305
3494,arrogante,0,adj,8456,13.291
3495,carruagem,0,noun,8455,13.290
3496,ausência,0,noun,8448,13.279
3497,expressar,0,verb,8446,13.275
3498,onze,0,num,8431,13.252
3499,cauda,0,noun,8428,13.247
3500,observação,0,noun,8425,13.242
3501,reconstruir,0,verb,8425,13.242
3502,salsicha,0,noun,8425,13.242
3503,barreira,0,noun,8424,13.241
3504,barril,0,noun,8423,13.239
3505,trauma,0,noun,8422,13.238
3506,inesperado,0,adj,8421,13.236
3507,centímetro,0,noun,8420,13.235
3508,medicação,0,noun,8414,13.225
3509,valente,0,adj,8412,13.222
3510,tolerar,0,verb,8408,13.216
3511,automóvel,0,noun,8399,13.202
3512,junho,0,noun,8395,13.195
3513,emocionante,0,adj,8394,13.194
3514,coisinha,0,noun,8368,13.153
3515,câmera,0,noun,8362,13.143
3516,enterrado,0,adj,8360,13.140
3517,podre,0,adj,8357,13.136
3518,resumir,0,verb,8357,13.136
3519,conceber,0,verb,8352,13.128
3520,nora,0,noun,8349,13.123
3521,superior,0,noun,8345,13.117
3522,máfia,0,noun,8336,13.103
3523,citar,0,verb,8331,13.095
3524,maio,0,noun,8329,13.091
3525,seduzir,0,verb,8321,13.079
3526,abordar,0,verb,8316,13.071
3527,balear,0,verb,8315,13.069
3528,realização,0,noun,8315,13.069
3529,reportar,0,verb,8314,13.068
3530,estimar,0,verb,8310,13.062
3531,coberto,0,adj,8308,13.058
3532,apetite,0,noun,8306,13.055
3533,jato,0,noun,8306,13.055
3534,apodrecer,0,verb,8304,13.052
3535,enfermaria,0,noun,8300,13.046
3536,kit,0,noun,8300,13.046
3537,núcleo,0,noun,8300,13.046
3538,esvaziar,0,verb,8295,13.038
3539,clã,0,noun,8294,13.036
3540,serviços secretos,1,mwe,8278,13.011
3541,topar,0,verb,8278,13.011
3542,embarcar,0,verb,8277,13.010
3543,veia,0,noun,8274,13.005
3544,magro,0,adj,8271,13.000
3545,solto,0,adj,8269,12.997
3546,ousar,0,verb,8261,12.985
3547,sufocar,0,verb,8259,12.981
3548,amendoim,0,noun,8258,12.980
3549,aterragem,0,noun,8258,12.980
3550,tartaruga,0,noun,8258,12.980
3551,sino,0,noun,8257,12.978
3552,castanho,0,adj,8254,12.974
3553,confiante,0,adj,8253,12.972
3554,fabricar,0,verb,8243,12.956
3555,engravidar,0,verb,8234,12.942
3556,imprimir,0,verb,8234,12.942
3557,animado,0,adj,8231,12.937
3558,encosta,0,noun,8229,12.934
3559,remoto,0,adj,8223,12.925
3560,herdeiro,0,noun,8222,12.923
3561,vinda,0,noun,8221,12.922
3562,fiança,0,noun,8220,12.920
3563,moto,0,noun,8220,12.920
3564,espiritual,0,adj,8213,12.909
3565,extrair,0,verb,8213,12.909
3566,perfume,0,noun,8203,12.893
3567,deslocar,0,verb,8198,12.886
3568,ataque cardíaco,1,mwe,8196,12.882
3569,isco,0,noun,8191,12.875
3570,mansão,0,noun,8187,12.868
3571,chatice,0,noun,8186,12.867
3572,festival,0,noun,8179,12.856
3573,inclinar,0,verb,8172,12.845
3574,caravana,0,noun,8170,12.842
3575,bondade,0,noun,8168,12.838
3576,humilhar,0,verb,8147,12.805
3577,cabine,0,noun,8143,12.799
3578,colégio,0,noun,8131,12.780
3579,piscar,0,noun,8130,12.779
3580,incrivelmente,0,adv,8129,12.777
3581,gps,0,noun,8128,12.776
3582,romper,0,verb,8127,12.774
3583,cobertor,0,noun,8125,12.771
3584,gangue,0,noun,8121,12.765
3585,atrapalhar,0,verb,8120,12.763
3586,cola,0,noun,8120,12.763
3587,arco,0,noun,8116,12.757
3588,carregamento,0,noun,8111,12.749
3589,liderança,0,noun,8110,12.747
3590,escorregar,0,verb,8107,12.743
3591,celeiro,0,noun,8101,12.733
3592,auto-estrada,0,noun,8088,12.713
3593,pátio,0,noun,8088,12.713
3594,gang,0,noun,8086,12.710
3595,marchar,0,verb,8084,12.706
3596,poesia,0,noun,8082,12.703
3597,investigador,0,noun,8073,12.689
3598,atmosfera,0,noun,8072,12.688
3599,microfone,0,noun,8072,12.688
3600,falecer,0,verb,8071,12.686
3601,milho,0,noun,8068,12.681
3602,bingo,0,noun,8067,12.680
3603,desperdício,0,noun,8066,12.678
3604,esfregar,0,verb,8066,12.678
3605,punir,0,verb,8055,12.661
3606,chávena,0,noun,8054,12.659
3607,oficina,0,noun,8046,12.647
3608,sustentar,0,verb,8042,12.640
3609,torneio,0,noun,8042,12.640
3610,concentração,0,noun,8039,12.636
3611,selo,0,noun,8036,12.631
3612,esgoto,0,noun,8032,12.625
3613,ciente,0,adj,8025,12.614
3614,encurralar,0,verb,8024,12.612
3615,ciclo,0,noun,8017,12.601
3616,vulgar,0,adj,8017,12.601
3617,gaveta,0,noun,8015,12.598
3618,dieta,0,noun,8014,12.596
3619,pro,0,prep,8014,12.596
3620,seca,0,adj,8012,12.593
3621,forense,0,adj,8010,12.590
3622,fardo,0,noun,8008,12.587
3623,pancada,0,noun,8008,12.587
3624,autor,0,noun,8007,12.585
3625,delegado,0,noun,8005,12.582
3626,vagina,0,noun,7999,12.573
3627,exibir,0,verb,7997,12.570
3628,comentar,0,verb,7994,12.565
3629,pelotão,0,noun,7981,12.545
3630,despejar,0,verb,7979,12.541
3631,secar,0,verb,7979,12.541
3632,trágico,0,adj,7975,12.535
3633,rígido,0,adj,7974,12.534
3634,coco,0,noun,7973,12.532
3635,potência,0,noun,7963,12.516
3636,pacífico,0,noun,7958,12.508
3637,compartilhar,0,verb,7956,12.505
3638,terça-feira,0,noun,7954,12.502
3639,dinossauro,0,noun,7950,12.496
3640,hall,0,noun,7937,12.475
3641,oriente,0,noun,7929,12.463
3642,novembro,0,noun,7923,12.453
3643,pilha,0,noun,7921,12.450
3644,segurança nacional,1,mwe,7921,12.450
3645,relva,0,noun,7918,12.445
3646,formidável,0,adj,7909,12.431
3647,cadela,0,noun,7903,12.422
3648,instituição,0,noun,7898,12.414
3649,quinta-feira,0,noun,7898,12.414
3650,pensa nisso,1,mwe,7897,12.412
3651,complicar,0,verb,7896,12.411
3652,turista,0,noun,7890,12.401
3653,conosco,0,adj,7879,12.384
3654,comprador,0,noun,7874,12.376
3655,mandato,0,noun,7866,12.364
3656,herdar,0,verb,7864,12.361
3657,mexicano,0,adj,7864,12.361
3658,injusto,0,adj,7855,12.346
3659,amigável,0,adj,7852,12.342
3660,conceito,0,noun,7851,12.340
3661,nessas,0,det,7849,12.337
3662,solicitar,0,verb,7845,12.331
3663,sobrinha,0,noun,7834,12.313
3664,soco,0,noun,7828,12.304
3665,sapo,0,noun,7822,12.295
3666,boy,0,noun,7820,12.291
3667,genético,0,adj,7820,12.291
3668,constantemente,0,adv,7817,12.287
3669,retrato,0,noun,7809,12.274
3670,ensino,0,noun,7800,12.260
3671,sindicato,0,noun,7800,12.260
3672,criador,0,noun,7798,12.257
3673,desconto,0,noun,7794,12.251
3674,defeito,0,noun,7793,12.249
3675,franco,0,adj,7791,12.246
3676,manobra,0,noun,7788,12.241
3677,manual,0,noun,7787,12.240
3678,pegada,0,noun,7782,12.232
3679,vizinhança,0,noun,7777,12.224
3680,doca,0,noun,7776,12.222
3681,mercadoria,0,noun,7774,12.219
3682,soprar,0,verb,7772,12.216
3683,fecho,0,noun,7763,12.202
3684,colheita,0,noun,7762,12.200
3685,autorizado,0,adj,7760,12.197
3686,flecha,0,noun,7752,12.185
3687,adicionar,0,verb,7745,12.174
3688,brasa,0,noun,7744,12.172
3689,decerto,0,adv,7744,12.172
3690,desconhecido,0,adj,7743,12.170
3691,magoado,0,adj,7742,12.169
3692,ensaiar,0,verb,7740,12.166
3693,tenso,0,adj,7740,12.166
3694,painel,0,noun,7738,12.163
3695,programar,0,verb,7738,12.163
3696,ajudante,0,noun,7736,12.159
3697,filmagem,0,noun,7735,12.158
3698,pleno,0,adj,7732,12.153
3699,xadrez,0,noun,7726,12.144
3700,intervenção,0,noun,7719,12.133
3701,mensageiro,0,noun,7713,12.123
3702,cm,0,noun,7707,12.114
3703,deprimido,0,adj,7706,12.112
3704,precaução,0,noun,7694,12.093
3705,sotaque,0,noun,7690,12.087
3706,terrestre,0,adj,7685,12.079
3707,contentor,0,noun,7684,12.078
3708,distinguir,0,verb,7683,12.076
3709,extremo,0,adj,7680,12.071
3710,restaurar,0,verb,7677,12.067
3711,tomas,0,noun,7674,12.062
3712,pensão,0,noun,7673,12.060
3713,estragado,0,adj,7672,12.059
3714,alertar,0,verb,7668,12.053
3715,panqueca,0,noun,7667,12.051
3716,substituto,0,noun,7667,12.051
3717,dignidade,0,noun,7665,12.048
3718,fama,0,noun,7665,12.048
3719,financiar,0,verb,7664,12.046
3720,donut,0,noun,7662,12.043
3721,associação,0,noun,7653,12.029
3722,estrago,0,noun,7652,12.027
3723,arca,0,noun,7649,12.023
3724,abuso,0,noun,7643,12.013
3725,pequenino,0,adj,7641,12.010
3726,mago,0,noun,7632,11.996
3727,quintal,0,noun,7629,11.991
3728,bófia,0,noun,7627,11.988
3729,recorrer,0,verb,7616,11.971
3730,delta,0,noun,7615,11.969
3731,dentista,0,noun,7615,11.969
3732,consciente,0,adj,7609,11.960
3733,domínio,0,noun,7607,11.957
3734,incriminar,0,verb,7603,11.950
3735,penetrar,0,verb,7603,11.950
3736,mero,0,adj,7600,11.946
3737,assar,0,verb,7597,11.941
3738,whisky,0,noun,7595,11.938
3739,entrevistar,0,verb,7582,11.917
3740,moça,0,noun,7580,11.914
3741,armadura,0,noun,7576,11.908
3742,fundação,0,noun,7576,11.908
3743,robot,0,noun,7574,11.905
3744,ida,0,noun,7572,11.902
3745,português,0,noun,7566,11.892
3746,órbita,0,noun,7560,11.883
3747,reflexo,0,noun,7558,11.880
3748,atribuir,0,verb,7555,11.875
3749,cálculo,0,noun,7552,11.870
3750,sombrio,0,adj,7540,11.851
3751,diagnóstico,0,noun,7539,11.850
3752,fino,0,adj,7538,11.848
3753,imobiliário,0,noun,7532,11.839
3754,tampa,0,noun,7532,11.839
3755,agosto,0,noun,7530,11.836
3756,manga,0,noun,7530,11.836
3757,canalha,0,noun,7528,11.832
3758,psicológico,0,adj,7527,11.831
3759,touro,0,noun,7522,11.823
3760,sermão,0,noun,7521,11.821
3761,frágil,0,adj,7519,11.818
3762,lenço,0,noun,7518,11.817
3763,compaixão,0,noun,7515,11.812
3764,importe,0,verb,7514,11.810
3765,balde,0,noun,7512,11.807
3766,escondida,0,noun,7510,11.804
3767,von,0,noun,7502,11.792
3768,conforto,0,noun,7499,11.787
3769,porrada,0,noun,7499,11.787
3770,machado,0,noun,7498,11.785
3771,praça,0,noun,7496,11.782
3772,terminal,0,noun,7495,11.781
3773,antepassado,0,noun,7493,11.777
3774,fracasso,0,noun,7487,11.768
3775,opor,0,unk,7487,11.768
3776,potencial,0,noun,7481,11.759
3777,torcer,0,verb,7476,11.751
3778,espreitar,0,verb,7475,11.749
3779,fratura,0,noun,7473,11.746
3780,circular,0,verb,7472,11.744
3781,batota,0,noun,7468,11.738
3782,ruivo,0,adj,7466,11.735
3783,susto,0,noun,7465,11.733
3784,envelope,0,noun,7461,11.727
3785,seio,0,noun,7458,11.722
3786,confrontar,0,verb,7456,11.719
3787,dimensão,0,noun,7451,11.711
3788,protegido,0,adj,7445,11.702
3789,intacto,0,adj,7441,11.696
3790,iluminar,0,verb,7436,11.688
3791,amiguinho,0,noun,7434,11.685
3792,fruto,0,noun,7430,11.678
3793,vilão,0,noun,7430,11.678
3794,retirada,0,noun,7429,11.677
3795,to,0,pron,7429,11.677
3796,gorjeta,0,noun,7426,11.672
3797,fêmea,0,noun,7411,11.649
3798,postal,0,adj,7407,11.642
3799,arroz,0,noun,7400,11.631
3800,evacuação,0,noun,7397,11.627
3801,one,0,noun,7394,11.622
3802,senso,0,noun,7393,11.620
3803,costela,0,noun,7391,11.617
3804,vagabundo,0,noun,7390,11.616
3805,desconfortável,0,adj,7379,11.598
3806,acenar,0,verb,7377,11.595
3807,serpente,0,noun,7374,11.590
3808,iá,0,adv,7371,11.586
3809,introduzir,0,verb,7369,11.583
3810,lavagem,0,noun,7367,11.579
3811,doentio,0,adj,7361,11.570
3812,morgue,0,noun,7355,11.561
3813,anular,0,verb,7353,11.557
3814,mito,0,noun,7353,11.557
3815,orçamento,0,noun,7353,11.557
3816,debate,0,noun,7352,11.556
3817,tornozelo,0,noun,7347,11.548
3818,crença,0,noun,7341,11.539
3819,volante,0,noun,7339,11.535
3820,salvação,0,noun,7334,11.528
3821,levaa,0,unk,7322,11.509
3822,hostil,0,adj,7315,11.498
3823,instável,0,adj,7315,11.498
3824,irritante,0,adj,7312,11.493
3825,quarenta,0,num,7312,11.493
3826,parceira,0,noun,7309,11.488
3827,t-shirt,0,noun,7309,11.488
3828,pântano,0,noun,7308,11.487
3829,potencial,0,adj,7307,11.485
3830,quinto,0,adj,7306,11.484
3831,rude,0,adj,7304,11.480
3832,predador,0,noun,7303,11.479
3833,saudação,0,noun,7300,11.474
3834,arriscado,0,adj,7295,11.466
3835,guitarra,0,noun,7295,11.466
3836,fatal,0,adj,7294,11.465
3837,mi,0,noun,7292,11.462
3838,pornografia,0,noun,7286,11.452
3839,fúria,0,noun,7285,11.451
3840,escavar,0,verb,7282,11.446
3841,executivo,0,adj,7278,11.440
3842,vadia,0,noun,7275,11.435
3843,fralda,0,noun,7268,11.424
3844,dai,0,intj,7266,11.421
3845,armada,0,noun,7265,11.419
3846,acampar,0,verb,7262,11.414
3847,bigode,0,noun,7259,11.410
3848,maquilhagem,0,noun,7254,11.402
3849,esquilo,0,noun,7252,11.399
3850,loira,0,noun,7244,11.386
3851,teres vindo,1,mwe,7243,11.385
3852,rata,0,noun,7242,11.383
3853,ruína,0,noun,7238,11.377
3854,nesses,0,det,7235,11.372
3855,bico,0,noun,7228,11.361
3856,tráfico,0,noun,7227,11.359
3857,copiar,0,verb,7226,11.358
3858,múltiplo,0,adj,7218,11.345
3859,assentar,0,verb,7213,11.337
3860,escândalo,0,noun,7206,11.326
3861,cartaz,0,noun,7205,11.325
3862,sujar,0,verb,7191,11.303
3863,ronda,0,noun,7189,11.300
3864,careca,0,adj,7180,11.286
3865,nu,0,noun,7176,11.279
3866,promotor,0,noun,7175,11.278
3867,rancho,0,noun,7171,11.271
3868,bloqueio,0,noun,7170,11.270
3869,ex-mulher,0,noun,7168,11.267
3870,drone,0,noun,7162,11.257
3871,sanguíneo,0,adj,7162,11.257
3872,estupor,0,noun,7158,11.251
3873,avenida,0,noun,7156,11.248
3874,glorioso,0,adj,7155,11.246
3875,queca,0,noun,7151,11.240
3876,gatinho,0,noun,7148,11.235
3877,vodka,0,noun,7148,11.235
3878,varrer,0,verb,7147,11.234
3879,avariar,0,verb,7140,11.223
3880,carrinho,0,noun,7140,11.223
3881,fórmula,0,noun,7129,11.205
3882,perturbado,0,verb,7125,11.199
3883,libertação,0,noun,7120,11.191
3884,lorque,0,noun,7119,11.190
3885,media,0,noun,7110,11.175
3886,cartel,0,noun,7108,11.172
3887,maricas,0,adj,7107,11.171
3888,ladrar,0,verb,7105,11.168
3889,soviético,0,adj,7105,11.168
3890,espanhol,0,noun,7103,11.164
3891,independentemente,0,adv,7100,11.160
3892,brigar,0,noun,7099,11.158
3893,abortar,0,verb,7096,11.153
3894,balcão,0,noun,7094,11.150
3895,vasculhar,0,verb,7093,11.149
3896,condicional,0,adj,7090,11.144
3897,profecia,0,noun,7088,11.141
3898,suar,0,verb,7086,11.138
3899,mergulho,0,noun,7078,11.125
3900,troféu,0,noun,7077,11.124
3901,candidatar,0,verb,7066,11.106
3902,guião,0,noun,7066,11.106
3903,negativo,0,noun,7063,11.102
3904,dramático,0,adj,7058,11.094
3905,inscrever,0,verb,7057,11.092
3906,março,0,noun,7052,11.084
3907,especialidade,0,noun,7051,11.083
3908,arrombar,0,verb,7048,11.078
3909,cozinheiro,0,noun,7045,11.073
3910,raptor,0,noun,7043,11.070
3911,preservativo,0,noun,7038,11.062
3912,congressista,0,noun,7030,11.050
3913,expandir,0,verb,7026,11.043
3914,impor,0,verb,7025,11.042
3915,talentoso,0,adj,7016,11.028
3916,arrependido,0,adj,7015,11.026
3917,brevemente,0,adv,7011,11.020
3918,legado,0,noun,7011,11.020
3919,boxe,0,noun,7009,11.017
3920,massacre,0,noun,7009,11.017
3921,traçar,0,verb,7009,11.017
3922,euro,0,noun,7006,11.012
3923,desapontar,0,verb,6999,11.001
3924,pulseira,0,noun,6998,10.999
3925,assistência,0,noun,6994,10.993
3926,texto,0,noun,6989,10.985
3927,diretora,0,noun,6979,10.970
3928,convés,0,noun,6972,10.959
3929,disciplina,0,noun,6958,10.937
3930,emboscada,0,noun,6956,10.933
3931,edição,0,noun,6953,10.929
3932,ambição,0,noun,6943,10.913
3933,externo,0,adj,6940,10.908
3934,brinco,0,noun,6936,10.902
3935,borboleta,0,noun,6935,10.900
3936,supostamente,0,adv,6934,10.899
3937,galeria,0,noun,6929,10.891
3938,centro comercial,1,mwe,6927,10.888
3939,evoluir,0,verb,6926,10.886
3940,testa,0,noun,6925,10.885
3941,profundidade,0,noun,6922,10.880
3942,manutenção,0,noun,6917,10.872
3943,morta,0,noun,6917,10.872
3944,cereal,0,noun,6909,10.860
3945,demonstração,0,noun,6906,10.855
3946,humilde,0,adj,6906,10.855
3947,precipitar,0,verb,6903,10.850
3948,mutante,0,noun,6900,10.845
3949,foguete,0,noun,6895,10.838
3950,honrado,0,adj,6894,10.836
3951,terça,0,noun,6894,10.836
3952,alistar,0,verb,6891,10.831
3953,encorajar,0,verb,6890,10.830
3954,barão,0,noun,6889,10.828
3955,dispor,0,noun,6888,10.827
3956,quantia,0,noun,6876,10.808
3957,queixo,0,noun,6868,10.795
3958,grandalhão,0,noun,6864,10.789
3959,inevitável,0,adj,6861,10.784
3960,irlandês,0,adj,6859,10.781
3961,janeiro,0,noun,6858,10.779
3962,gordura,0,noun,6856,10.776
3963,consideração,0,noun,6850,10.767
3964,estrangular,0,verb,6849,10.765
3965,amaldiçoar,0,verb,6844,10.757
3966,lavandaria,0,noun,6840,10.751
3967,monge,0,noun,6838,10.748
3968,ressuscitar,0,verb,6836,10.745
3969,agricultor,0,noun,6831,10.737
3970,gravidez,0,noun,6828,10.732
3971,seres humanos,1,mwe,6827,10.731
3972,despistar,0,verb,6825,10.728
3973,expectativa,0,noun,6825,10.728
3974,sanita,0,noun,6825,10.728
3975,assombrar,0,verb,6820,10.720
3976,irmandade,0,noun,6820,10.720
3977,frequentar,0,verb,6818,10.717
3978,encantar,0,verb,6814,10.710
3979,convenção,0,noun,6813,10.709
3980,colo,0,noun,6810,10.704
3981,ego,0,noun,6809,10.702
3982,forno,0,noun,6804,10.695
3983,supervisor,0,noun,6803,10.693
3984,bacon,0,noun,6799,10.687
3985,vacina,0,noun,6799,10.687
3986,preguiçoso,0,adj,6795,10.680
3987,agredir,0,verb,6794,10.679
3988,outono,0,noun,6793,10.677
3989,alívio,0,noun,6792,10.676
3990,aturar,0,verb,6790,10.673
3991,servo,0,noun,6790,10.673
3992,pelos vistos,1,mwe,6777,10.652
3993,tendência,0,noun,6776,10.650
3994,grade,0,noun,6774,10.647
3995,recompensar,0,verb,6772,10.644
3996,profeta,0,noun,6769,10.639
3997,químico,0,adj,6766,10.635
3998,caminhada,0,noun,6764,10.632
3999,anónimo,0,adj,6763,10.630
4000,perfeição,0,noun,6762,10.628
4001,cesto,0,noun,6760,10.625
4002,nesta sala,1,mwe,6755,10.617
4003,contudo,0,adv,6752,10.613
4004,vaguear,0,verb,6750,10.610
4005,fortaleza,0,noun,6747,10.605
4006,poção,0,noun,6742,10.597
4007,volume,0,noun,6742,10.597
4008,psiquiátrico,0,adj,6741,10.595
4009,afiar,0,verb,6729,10.577
4010,imitar,0,verb,6728,10.575
4011,mm,0,noun,6719,10.561
4012,atuação,0,noun,6717,10.558
4013,clima,0,noun,6712,10.550
4014,inserir,0,verb,6697,10.526
4015,pirar,0,verb,6697,10.526
4016,hmm,0,intj,6694,10.522
4017,poeta,0,noun,6690,10.515
4018,detonar,0,verb,6685,10.507
4019,sob controlo,1,mwe,6685,10.507
4020,editor,0,noun,6682,10.503
4021,exterior,0,adj,6681,10.501
4022,concentrado,0,adj,6679,10.498
4023,corvo,0,noun,6670,10.484
4024,veado,0,noun,6669,10.482
4025,astronauta,0,noun,6667,10.479
4026,continente,0,noun,6666,10.478
4027,dezembro,0,noun,6666,10.478
4028,instituto,0,noun,6664,10.474
4029,viajante,0,noun,6662,10.471
4030,partícula,0,noun,6659,10.467
4031,travão,0,noun,6657,10.463
4032,terem vindo,1,mwe,6652,10.456
